USP Category,USP Class,Example Drugs,Pharmacotherapeutic Group (informational),Combination Drug Product
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Trientine Hydrochloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers, ,,
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Prussian Blue ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Zinc Acetate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement, ,,Class
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Ammonium Chloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Carglumic  Acid ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Chromic Chloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Citric Acid/ Potassium Citrate/ Sodium Citrate ,,yes
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Ferric Derisomaltose,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Fluoride Sodium,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Fluoride Stannous,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Magnesium Chloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Magnesium Sulfate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Manganese Chloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Acetate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Bicarbonate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Chloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Citrate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Gluconate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Phosphates,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Citrate/ Citric Acid ,,yes
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Potassium Phosphate/ Sodium Phosphate ,,yes
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Sodium Acetate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Sodium Bicarbonate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Sodium Lactate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Sodium Chloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral Replacement,Sodium Ferric Gluconate Complex,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Phosphate Binders, ,,Class
Electrolytes/ Minerals/ Metals/ Vitamins,Phosphate Binders,Calcium Acetate ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Phosphate Binders,Ferric  Citrate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Phosphate Binders,Lanthanum Carbonate,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Phosphate Binders,Sevelamer Hydrochloride,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Phosphate Binders,Sucroferric Oxyhydroxide  ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Potassium Binders, ,,Class
Electrolytes/ Minerals/ Metals/ Vitamins,Potassium Binders,Patiromer Sorbitex  Calcium,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Potassium Binders,Sodium Polystyrene Sulfonate ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Potassium Binders,Sodium Zirconium Cyclosilicate ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Vitamins, ,,Class
Electrolytes/ Minerals/ Metals/ Vitamins,Vitamins,Folic Acid ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Vitamins,Prenatal ,,no
Gastrointestinal Agents,, ,,Cat
Gastrointestinal Agents,Anti-Diarrheal Agents, ,,Class
Gastrointestinal Agents,Anti-Diarrheal Agents,Alosetron Hydrochloride,,no
Gastrointestinal Agents,Anti-Diarrheal Agents,Crofelemer  ,,no
Gastrointestinal Agents,Anti-Diarrheal Agents,Eluxadoline ,,no
Gastrointestinal Agents,Anti-Diarrheal Agents,Loperamide Hydrochloride,,no
Gastrointestinal Agents,Anti-Diarrheal Agents,Rifamycin ,,no
Gastrointestinal Agents,Anti-Diarrheal Agents,Rifaximin ,,no
Gastrointestinal Agents,Anti-Diarrheal Agents,Telotristat Ethyl,,no
Gastrointestinal Agents,Anti-Diarrheal Agents, ,,
Gastrointestinal Agents,Anti-Diarrheal Agents,Difenoxin/ Atropine Sulfate ,,yes
Gastrointestinal Agents,Anti-Diarrheal Agents,Diphenoxylate Hydrochloride/ Atropine Sulfate ,,yes
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal", ,,Class
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Dicyclomine Hydrochloride,,no
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Glycopyrrolate ,,no
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Methscopolamine Bromide,,no
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Scopolamine ,,no
Gastrointestinal Agents,Anti-Constipation Agents, ,,Class
Gastrointestinal Agents,Anti-Constipation Agents, ,,
Gastrointestinal Agents,Anti-Constipation Agents,Lactitol,,no
Gastrointestinal Agents,Anti-Constipation Agents,Lactulose ,,no
Gastrointestinal Agents,Anti-Constipation Agents,Polyethylene Glycol 3350 NF ,,no
Gastrointestinal Agents,Anti-Constipation Agents, ,,
Gastrointestinal Agents,Anti-Constipation Agents,Lubiprostone ,,no
Gastrointestinal Agents,Anti-Constipation Agents,Methylnaltrexone ,,no
Gastrointestinal Agents,Anti-Constipation Agents,Naloxegol Oxalate,,no
Gastrointestinal Agents,Anti-Constipation Agents,Naldemedine ,,no
Gastrointestinal Agents,Anti-Constipation Agents,,,
Gastrointestinal Agents,Anti-Constipation Agents,Prucalopride ,,no
Gastrointestinal Agents,Anti-Constipation Agents,Tegaserod,,no
Gastrointestinal Agents,Anti-Constipation Agents, ,,
Gastrointestinal Agents,Anti-Constipation Agents,Linaclotide  ,,no
Gastrointestinal Agents,Anti-Constipation Agents,Plecanatide ,,no
Gastrointestinal Agents,Histamine2 (H2) Receptor Antagonists, ,,Class
Gastrointestinal Agents,Histamine2 (H2) Receptor Antagonists,Cimetidine Hydrochloride,,no
Gastrointestinal Agents,Histamine2 (H2) Receptor Antagonists,Famotidine ,,no
Gastrointestinal Agents,Histamine2 (H2) Receptor Antagonists,Nizatidine ,,no
Gastrointestinal Agents,Histamine2 (H2) Receptor Antagonists,Ranitidine Hydrochloride,,no
Gastrointestinal Agents,Protectants, ,,Class
Gastrointestinal Agents,Protectants,Misoprostol ,,no
Gastrointestinal Agents,Protectants,Sucralfate ,,no
Gastrointestinal Agents,Proton Pump Inhibitors, ,,Class
Gastrointestinal Agents,Proton Pump Inhibitors,Dexlansoprazole ,,no
Gastrointestinal Agents,Proton Pump Inhibitors,Esomeprazole Magnesium,,no
Gastrointestinal Agents,Proton Pump Inhibitors,Strontium,,no
Gastrointestinal Agents,Proton Pump Inhibitors,Lansoprazole ,,no
Gastrointestinal Agents,Proton Pump Inhibitors,Omeprazole ,,no
Gastrointestinal Agents,Proton Pump Inhibitors,Omeprazole/ Sodium Bicarbonate ,,yes
Gastrointestinal Agents,Proton Pump Inhibitors,Pantoprazole Sodium,,no
Gastrointestinal Agents,Proton Pump Inhibitors,Rabeprazole Sodium,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other", ,,Class
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Alvimopan ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Bezlotoxumab ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Chenodiol ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Metoclopramide ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Metreleptin ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Rifaximin ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Ursodiol ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other", ,,
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Bismuth Subcitrate Potassium/ Metronidazole/ Tetracycline Hydrochloride  ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Lansoprazole/ Amoxicillin/ Clarithromycin ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Omeprazole/ Clarithromycin/ Amoxicillin  ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Omeprazole Magnesium/ Amoxicillin/ Rifabutin,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",,,
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Somatropin ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Teduglutide  ,,no
Gastrointestinal Agents,"Gastrointestinal Agents, Other", ,,
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Polyethylene Glycol 3350/ Sodium Chloride/ Potassium Chloride/ Sodium Bicarbonate/  Sodium Sulfate ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Polyethylene Glycol 3350/ Sodium Chloride/ Sodium Bicarbonate/ Potassium Chloride  ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Polyethylene Glycol 3350/ Sodium Chloride/ Sodium Bicarbonate/ Potassium Chloride/ Bisacodyl  ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Polyethylene Glycol 3350/ Sodium Sulfate/ Sodium Chloride/ Potassium Chloride/ Ascorbic Acid/ Sodium Ascorbate ,,yes
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Sodium Picosulfate/ Magnesium Oxide/ Anhydrous Citric Acid ,,yes
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,Cat
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Triheptanoin,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Inotersen ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Patisiran ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Tafamidis ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Tafamidis Meglumine ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Burosumab ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,"Alpha-1 Proteinase Inhibitor, Human ",,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Cerliponase alfa ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Cholic Acid ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Cysteamine Bitartrate,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Eteplirsen ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Golodirsen,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Viltolarsen,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Agalsidase Beta ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Migalastat Hydrochloride ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Imiglucerase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Taliglucerase Alfa  ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Velaglucerase Alfa  ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Eliglustat ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Miglustat ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Uridine Triacetate,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Nitisinone ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Betaine  Hydrochloride,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Idursulfase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Dichlorphenamide ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Asfotase Alfa ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Sebelipase Alfa ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Cromolyn Sodium,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Galsulfase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Laronidase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Elosulfase Alfa ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Pancrelipase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Pegvaliase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Sapropterin Dihydrochloride,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Alglucosidase Alfa,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Afamelanotide ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Givosiran Sodium,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Elapegademase ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Crizanlizumab,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Glutamine ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Voxelotor,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Nusinersen,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Onasemnogene Abeparvovec,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Risdiplam,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Sacrosidase  ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",, ,,
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Sodium Phenylbutyrate ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Glycerol Phenylbutyrate  ,,no
"Genetic, Enzyme, or Protein Disorder: Replacement, Modifiers, Treatment ",,Obeticholic Acid ,,no
Genitourinary Agents,, ,,Cat
Genitourinary Agents,"Antispasmodics, Urinary", ,,Class
Genitourinary Agents,"Antispasmodics, Urinary", ,,
Genitourinary Agents,"Antispasmodics, Urinary",Mirabegron  ,,no
Genitourinary Agents,"Antispasmodics, Urinary", ,,
Genitourinary Agents,"Antispasmodics, Urinary",Darifenacin Hydrobromide,,no
Genitourinary Agents,"Antispasmodics, Urinary",Fesoterodine Fumarate,,no
Genitourinary Agents,"Antispasmodics, Urinary",Flavoxate Hydrochloride,,no
Genitourinary Agents,"Antispasmodics, Urinary",Oxybutynin Chloride,,no
Genitourinary Agents,"Antispasmodics, Urinary",Solifenacin Succinate,,no
Genitourinary Agents,"Antispasmodics, Urinary",Tolterodine Tartrate,,no
Genitourinary Agents,"Antispasmodics, Urinary",Trospium Chloride,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents, ,,Class
Genitourinary Agents,Benign Prostatic Hypertrophy Agents, ,,
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Alfuzosin Hydrochloride,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Doxazosin Mesylate,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Prazosin Hydrochloride,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Silodosin ,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Tamsulosin Hydrochloride,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Terazosin Hydrochloride,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents, ,,
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Dutasteride ,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Dutasteride/ Tamsulosin Hydrochloride ,,yes
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Finasteride ,,no
Genitourinary Agents,Benign Prostatic Hypertrophy Agents, ,,
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Tadalafil ,,no
Genitourinary Agents,"Genitourinary Agents, Other", ,,Class
Genitourinary Agents,"Genitourinary Agents, Other",Bethanechol ,,no
Genitourinary Agents,"Genitourinary Agents, Other",Tiopronin,,no
Genitourinary Agents,"Genitourinary Agents, Other",Penicillamine ,,no
Genitourinary Agents,"Genitourinary Agents, Other",Pentosan Polysulfate Sodium,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",, ,,Cat
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)", , ,,
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Corticotropin ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",, ,,
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Betamethasone Acetate/ Betamethasone Sodium Phosphate  ,,yes
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Budesonide ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Cortisone Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Deflazacort ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Dexamethasone Sodium Phosphate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Hydrocortisone Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Hydrocortisone Sodium Succinate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Methylprednisolone Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Methylprednisolone Sodium Succinate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Prednisolone Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Prednisolone Sodium Phosphate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Prednisone ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Triamcinolone Acetonide,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Triamcinolone Hexacetonide,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",, ,,
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Adrenal)",,Fludrocortisone Acetate,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",, ,,Cat
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",, ,,
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Chorionic Gonadotropin ,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Choriogonadotropin Alfa ,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Follitropin Alfa ,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Follitropin Beta ,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Urofollitropin ,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",, ,,
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Somapacitan,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,"Somatropin, Recombinant ",,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Tesamorelin Acetate,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",, ,,
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Mecasermin Rinfabate,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",, ,,
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",,Desmopressin Acetate,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Pituitary)",, ,,
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Prostaglandins)",, ,,Cat
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Prostaglandins)",,Alprostadil ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Prostaglandins)",,Carboprost Tromethamine,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Prostaglandins)",,Misoprostol ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",, ,,Cat
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Anabolic Steroids, ,,Class
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Anabolic Steroids,Oxandrolone ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Anabolic Steroids,Oxymetholone ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Androgens, ,,Class
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Androgens,Danazol ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Androgens,Fluoxymesterone ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Androgens,Methyltestosterone ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Androgens,Testosterone Cypionate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Androgens,Testosterone Enanthate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens, ,,Class
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Estradiol Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Estradiol Cypionate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Estradiol Valerate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Conjugated Estrogens ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Esterified Estrogens ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Estropipate ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Estrogens,Ethinyl Estradiol ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins, ,,Class
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins,Hydroxyprogesterone Caproate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins,Levonorgestrel ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins,Medroxyprogesterone Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins,Megestrol Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins,Norethindrone Acetate,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Progestins,Progesterone ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Selective Estrogen Receptor Modifying Agents, ,,Class
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Selective Estrogen Receptor Modifying Agents,Conjugated Estrogens/ Bazedoxifene ,,yes
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Selective Estrogen Receptor Modifying Agents,Clomiphene Citrate,,no
